filename	error
YqdjBrOy_aFU_210.000_220.000.wav	[0;31mERROR:[0m [youtube] qdjBrOy_aFU: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yqdl6t1bDb-8_400.000_410.000.wav	[0;31mERROR:[0m [youtube] qdl6t1bDb-8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YqeZ-0Lr5C_I_30.000_40.000.wav	[0;31mERROR:[0m [youtube] qeZ-0Lr5C_I: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YqlUJAKm2ZGM_200.000_210.000.wav	[0;31mERROR:[0m [youtube] qlUJAKm2ZGM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YqnN6NjxSfUk_240.000_250.000.wav	[0;31mERROR:[0m [youtube] qnN6NjxSfUk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YqptHEvfAh5k_100.000_110.000.wav	[0;31mERROR:[0m [youtube] qptHEvfAh5k: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yr2YNtVGrt6c_80.000_90.000.wav	[0;31mERROR:[0m [youtube] r2YNtVGrt6c: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yr2y3lEoLzuM_240.000_250.000.wav	[0;31mERROR:[0m [youtube] r2y3lEoLzuM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yr7jwcL-344U_30.000_40.000.wav	[0;31mERROR:[0m [youtube] r7jwcL-344U: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yr9LGhh9CIss_10.000_20.000.wav	[0;31mERROR:[0m [youtube] r9LGhh9CIss: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrEr7Hv4dBz4_30.000_40.000.wav	[0;31mERROR:[0m [youtube] rEr7Hv4dBz4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrN2rpLV3brs_120.000_130.000.wav	[0;31mERROR:[0m [youtube] rN2rpLV3brs: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrOYmHMbSg0E_200.000_210.000.wav	[0;31mERROR:[0m [youtube] rOYmHMbSg0E: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrRTvmcwXciE_150.000_160.000.wav	[0;31mERROR:[0m [youtube] rRTvmcwXciE: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrWW2uhBRars_330.000_340.000.wav	[0;31mERROR:[0m [youtube] rWW2uhBRars: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrWw5WDZGCxQ_240.000_250.000.wav	[0;31mERROR:[0m [youtube] rWw5WDZGCxQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrYSNM9oY2Fg_280.000_290.000.wav	[0;31mERROR:[0m [youtube] rYSNM9oY2Fg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrgJIgOI586c_40.000_50.000.wav	[0;31mERROR:[0m [youtube] rgJIgOI586c: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrjFL9gmmh2Q_330.000_340.000.wav	[0;31mERROR:[0m [youtube] rjFL9gmmh2Q: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yrk7JDvfIAq8_80.000_90.000.wav	[0;31mERROR:[0m [youtube] rk7JDvfIAq8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YronYqZP-usA_300.000_310.000.wav	[0;31mERROR:[0m [youtube] ronYqZP-usA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrqWstTvzzMQ_30.000_40.000.wav	[0;31mERROR:[0m [youtube] rqWstTvzzMQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrxDnSBU1Ja8_0.000_9.000.wav	[0;31mERROR:[0m [youtube] rxDnSBU1Ja8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yrxg1u31seic_12.000_22.000.wav	[0;31mERROR:[0m [youtube] rxg1u31seic: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrzUqBF6QDq4_160.000_170.000.wav	[0;31mERROR:[0m [youtube] rzUqBF6QDq4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YrzqJL2UepBg_80.000_90.000.wav	[0;31mERROR:[0m [youtube] rzqJL2UepBg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ys4E0rHe2Dq0_90.000_100.000.wav	[0;31mERROR:[0m [youtube] s4E0rHe2Dq0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ys4h7oLhKTBc_580.000_590.000.wav	[0;31mERROR:[0m [youtube] s4h7oLhKTBc: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ys4hqSsrG2HU_150.000_160.000.wav	[0;31mERROR:[0m [youtube] s4hqSsrG2HU: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ys6bbGJleMEY_320.000_330.000.wav	[0;31mERROR:[0m [youtube] s6bbGJleMEY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ys9u9PSGaRS4_150.000_160.000.wav	[0;31mERROR:[0m [youtube] s9u9PSGaRS4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsCI2MMIly68_200.000_210.000.wav	[0;31mERROR:[0m [youtube] sCI2MMIly68: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsEC4D-7Qg1I_180.000_190.000.wav	[0;31mERROR:[0m [youtube] sEC4D-7Qg1I: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsEwdpKnmCBo_230.000_240.000.wav	[0;31mERROR:[0m [youtube] sEwdpKnmCBo: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsFTsdnUOZMQ_90.000_100.000.wav	[0;31mERROR:[0m [youtube] sFTsdnUOZMQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsI2ldc5ivfM_40.000_50.000.wav	[0;31mERROR:[0m [youtube] sI2ldc5ivfM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsLU-F3KbrHk_270.000_280.000.wav	[0;31mERROR:[0m [youtube] sLU-F3KbrHk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsLcCCLzIygM_130.000_140.000.wav	[0;31mERROR:[0m [youtube] sLcCCLzIygM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsMNAibLZp0I_30.000_40.000.wav	[0;31mERROR:[0m [youtube] sMNAibLZp0I: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsMS7j_XX1Xw_50.000_60.000.wav	[0;31mERROR:[0m [youtube] sMS7j_XX1Xw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsOuJG_t_2OI_90.000_100.000.wav	[0;31mERROR:[0m [youtube] sOuJG_t_2OI: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsPGBsAhur0s_100.000_110.000.wav	[0;31mERROR:[0m [youtube] sPGBsAhur0s: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsQGXqGcwOTc_3.000_13.000.wav	[0;31mERROR:[0m [youtube] sQGXqGcwOTc: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsS5k_AqZjL8_110.000_120.000.wav	[0;31mERROR:[0m [youtube] sS5k_AqZjL8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsV8uFYXPjKA_20.000_30.000.wav	[0;31mERROR:[0m [youtube] sV8uFYXPjKA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsXoM0yPlN_c_160.000_170.000.wav	[0;31mERROR:[0m [youtube] sXoM0yPlN_c: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsYE40u05JVw_570.000_580.000.wav	[0;31mERROR:[0m [youtube] sYE40u05JVw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsZuuj08Gr_I_150.000_160.000.wav	[0;31mERROR:[0m [youtube] sZuuj08Gr_I: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ys_72NlhRNso_20.000_30.000.wav	[0;31mERROR:[0m [youtube] s_72NlhRNso: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ys_XW6MPa-ko_100.000_110.000.wav	[0;31mERROR:[0m [youtube] s_XW6MPa-ko: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ysad6mIegFT4_100.000_110.000.wav	[0;31mERROR:[0m [youtube] sad6mIegFT4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsafHdn6JiAk_480.000_490.000.wav	[0;31mERROR:[0m [youtube] safHdn6JiAk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsahVbvsD5mQ_80.000_90.000.wav	[0;31mERROR:[0m [youtube] sahVbvsD5mQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsdSezzu5px8_80.000_90.000.wav	[0;31mERROR:[0m [youtube] sdSezzu5px8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsiiAw_BWkms_30.000_40.000.wav	[0;31mERROR:[0m [youtube] siiAw_BWkms: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YskvtsTpA5Bk_430.000_440.000.wav	[0;31mERROR:[0m [youtube] skvtsTpA5Bk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsqRReVS7v_M_30.000_40.000.wav	[0;31mERROR:[0m [youtube] sqRReVS7v_M: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YsqyZ5Lj0YTU_110.000_120.000.wav	[0;31mERROR:[0m [youtube] sqyZ5Lj0YTU: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YstLasmbynY4_180.000_190.000.wav	[0;31mERROR:[0m [youtube] stLasmbynY4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ysx3hc_7SUNI_200.000_210.000.wav	[0;31mERROR:[0m [youtube] sx3hc_7SUNI: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yt1EaN_Mg7ec_30.000_40.000.wav	[0;31mERROR:[0m [youtube] t1EaN_Mg7ec: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yt2Xy0mw42DM_30.000_40.000.wav	[0;31mERROR:[0m [youtube] t2Xy0mw42DM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yt3ShoFO-acI_210.000_220.000.wav	[0;31mERROR:[0m [youtube] t3ShoFO-acI: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yt3wWeaBDMFQ_60.000_70.000.wav	[0;31mERROR:[0m [youtube] t3wWeaBDMFQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yt5Y-THCQbOY_290.000_300.000.wav	[0;31mERROR:[0m [youtube] t5Y-THCQbOY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yt5psf7FPumY_50.000_60.000.wav	[0;31mERROR:[0m [youtube] t5psf7FPumY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yt6e0RjulUWM_170.000_180.000.wav	[0;31mERROR:[0m [youtube] t6e0RjulUWM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yt7-IAubtfYo_30.000_40.000.wav	[0;31mERROR:[0m [youtube] t7-IAubtfYo: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtBjgt8F__Fg_220.000_230.000.wav	[0;31mERROR:[0m [youtube] tBjgt8F__Fg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtDHLXg-mlYI_150.000_160.000.wav	[0;31mERROR:[0m [youtube] tDHLXg-mlYI: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtFfLQES1R8Y_300.000_310.000.wav	[0;31mERROR:[0m [youtube] tFfLQES1R8Y: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtGXd-4SWJao_300.000_310.000.wav	[0;31mERROR:[0m [youtube] tGXd-4SWJao: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtIkLzJdgo64_170.000_180.000.wav	[0;31mERROR:[0m [youtube] tIkLzJdgo64: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtIlh51uLOMQ_0.000_7.000.wav	[0;31mERROR:[0m [youtube] tIlh51uLOMQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtIqTPA8Wcgk_190.000_200.000.wav	[0;31mERROR:[0m [youtube] tIqTPA8Wcgk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtKPdRMjGBbs_120.000_130.000.wav	[0;31mERROR:[0m [youtube] tKPdRMjGBbs: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtNv6w-RGfCg_10.000_20.000.wav	[0;31mERROR:[0m [youtube] tNv6w-RGfCg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtPR0Y7kY8UU_0.000_10.000.wav	[0;31mERROR:[0m [youtube] tPR0Y7kY8UU: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtXcSXoPCbt0_160.000_170.000.wav	[0;31mERROR:[0m [youtube] tXcSXoPCbt0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtY57z9nGg5o_300.000_310.000.wav	[0;31mERROR:[0m [youtube] tY57z9nGg5o: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtZRidFbOvHs_500.000_510.000.wav	[0;31mERROR:[0m [youtube] tZRidFbOvHs: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ytcm-ML3ilNA_120.000_130.000.wav	[0;31mERROR:[0m [youtube] tcm-ML3ilNA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtdZ1cOBoHV0_30.000_40.000.wav	[0;31mERROR:[0m [youtube] tdZ1cOBoHV0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Ytiw3JjecWys_0.000_10.000.wav	[0;31mERROR:[0m [youtube] tiw3JjecWys: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtljNNWl_Lug_70.000_80.000.wav	[0;31mERROR:[0m [youtube] tljNNWl_Lug: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtnDk4oW36yA_470.000_480.000.wav	[0;31mERROR:[0m [youtube] tnDk4oW36yA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yto2RF7hOTFw_40.000_50.000.wav	[0;31mERROR:[0m [youtube] to2RF7hOTFw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtqBGunwNUUY_20.000_30.000.wav	[0;31mERROR:[0m [youtube] tqBGunwNUUY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtqQGRHmW_W8_210.000_220.000.wav	[0;31mERROR:[0m [youtube] tqQGRHmW_W8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YtzzG5ouubSM_290.000_300.000.wav	[0;31mERROR:[0m [youtube] tzzG5ouubSM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yu1GG86RjEWg_24.000_34.000.wav	[0;31mERROR:[0m [youtube] u1GG86RjEWg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yu1PSMaPJFfo_20.000_30.000.wav	[0;31mERROR:[0m [youtube] u1PSMaPJFfo: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yu6JPTHHXm8E_30.000_40.000.wav	[0;31mERROR:[0m [youtube] u6JPTHHXm8E: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yu6ZnYm1Ckho_230.000_240.000.wav	[0;31mERROR:[0m [youtube] u6ZnYm1Ckho: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yu6jIvCtKarQ_70.000_80.000.wav	[0;31mERROR:[0m [youtube] u6jIvCtKarQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yu8cWAcj6Iv4_70.000_80.000.wav	[0;31mERROR:[0m [youtube] u8cWAcj6Iv4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yu8vK2u1eiOc_100.000_110.000.wav	[0;31mERROR:[0m [youtube] u8vK2u1eiOc: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yu8ykXBc2Efs_30.000_40.000.wav	[0;31mERROR:[0m [youtube] u8ykXBc2Efs: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuA_0qDi-_a0_350.000_360.000.wav	[0;31mERROR:[0m [youtube] uA_0qDi-_a0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuBUT86t5kbY_60.000_70.000.wav	[0;31mERROR:[0m [youtube] uBUT86t5kbY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuBgRpOafwos_140.000_150.000.wav	[0;31mERROR:[0m [youtube] uBgRpOafwos: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuGp3VSSRun4_50.000_60.000.wav	[0;31mERROR:[0m [youtube] uGp3VSSRun4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuJ6H8JqsH1U_190.000_200.000.wav	[0;31mERROR:[0m [youtube] uJ6H8JqsH1U: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuJdihwZriJQ_0.000_10.000.wav	[0;31mERROR:[0m [youtube] uJdihwZriJQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuN6WyFCS_0Q_30.000_40.000.wav	[0;31mERROR:[0m [youtube] uN6WyFCS_0Q: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuOT2ITp3l64_30.000_40.000.wav	[0;31mERROR:[0m [youtube] uOT2ITp3l64: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuRC_2Xv-l_c_210.000_220.000.wav	[0;31mERROR:[0m [youtube] uRC_2Xv-l_c: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuRNtGbpASlU_350.000_360.000.wav	[0;31mERROR:[0m [youtube] uRNtGbpASlU: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuWkpKQCxrhs_40.000_50.000.wav	[0;31mERROR:[0m [youtube] uWkpKQCxrhs: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YuWlVXSKzTNE_260.000_270.000.wav	[0;31mERROR:[0m [youtube] uWlVXSKzTNE: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yuc-pK1yMpVA_490.000_500.000.wav	[0;31mERROR:[0m [youtube] uc-pK1yMpVA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YucM9_3jUgr8_180.000_190.000.wav	[0;31mERROR:[0m [youtube] ucM9_3jUgr8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
Yucf75ACADcY_70.000_80.000.wav	[0;31mERROR:[0m [youtube] ucf75ACADcY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YufzdcCVwGI4_500.000_510.000.wav	[0;31mERROR:[0m [youtube] ufzdcCVwGI4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
